# %ECSV 1.0
# ---
# datatype:
# - {name: Wavelength, unit: um, datatype: float64}
# - {name: rp/rs, datatype: float64}
# schema: astropy-2.0
Wavelength rp/rs
3.8950360211953727 0.1553892825499838
3.890056222830004 0.15544905406296367
3.885062597520345 0.15547213959990194
3.880055145266397 0.15546650028628065
3.87503386606816 0.1554313567433515
3.869998759925632 0.1553881360114378
3.864949826838815 0.15537956817301432
3.859887066807708 0.15540942974943187
3.854810479832312 0.15540738216921357
3.849720065912626 0.15547864712695825
3.844615825048651 0.15556241306066482
3.8394977572403857 0.15559867195470597
3.834365862487831 0.15566327416307163
3.829220140790987 0.15576842976800015
3.824060592149853 0.15585603358330244
3.8188872165644296 0.15599212918345462
3.813700014034717 0.15611861593644655
3.808498984560714 0.15614997961235313
3.8032841281424217 0.1561322539334522
3.79805544477984 0.1561082749457885
3.792812934472968 0.15606613393165764
3.787556597221807 0.15606156659847967
3.7822864330263566 0.15606797781714735
3.777002441886616 0.15608703263162926
3.771704623802586 0.1560713173237043
3.766392978774266 0.15605770098490207
3.7610675068016577 0.15599437896609447
3.755728207884759 0.155948640155212
3.750375082023571 0.15595539452376855
3.745008129218093 0.15602444308090574
3.739627349468325 0.15608731132094658
3.734232742774268 0.15612800678190253
3.7288243091359217 0.15612771334215172
3.723402048553285 0.15608121714016682
3.7179659610263593 0.15606063772888473
3.712516046555144 0.156056579790806
3.707052305139639 0.1560854646513877
3.701574736779844 0.15609737089650774
3.69608334147576 0.15611063881050902
3.6905781192273857 0.1560756731459964
3.6850590700347214 0.15604217626274347
3.679526193897769 0.155994558783697
3.673979490816526 0.1559849714387194
3.668418960790994 0.15598883667976243
3.662844603821172 0.1560054165144031
3.657256419907061 0.15598533016798982
3.651654409048659 0.15602233140050337
3.6460385712459686 0.15607081958656813
3.640408906498988 0.15615504681397493
3.634765414807718 0.1562518601337517
3.629108096172159 0.15632809404715423
3.6234369505923096 0.15638147204497277
3.6177519780681706 0.15641455964711085
3.612053178599742 0.15637715084068068
3.606340552187024 0.1563177544534913
3.600614098830017 0.15625334790039316
3.5948738185287192 0.15616065260714526
3.589119711283133 0.15612550180531942
3.5833517770932564 0.15610938392636717
3.57757001595909 0.15607832988065062
3.5717744278806345 0.15611591575356562
3.565965012857889 0.1561494271304461
3.5601417708908545 0.15618650284253824
3.55430470197953 0.1562445411508479
3.5484538061239164 0.1562974027794061
3.542589083324013 0.1563181874632859
3.5367105335798192 0.15635053360123624
3.5308181568913364 0.1563040257805678
3.524911953258564 0.15623733683485808
3.518991922681502 0.15615654120357111
3.51305806516015 0.15610168160897114
3.507110380694509 0.15608299742249762
3.5011488692845782 0.1560998526346396
3.4951735309303578 0.1561446315652408
3.489184365631848 0.15616467702148012
3.483181373389048 0.15616976267327745
3.4771645542019587 0.1561809905794303
3.47113390807058 0.15621729676690319
3.4650894349949115 0.1562669810156637
3.4590311349749534 0.15633962724690276
3.4529590080107058 0.1564142305250932
3.446873054102168 0.156473460447674
3.440773273249341 0.15650400494807984
3.434659665452225 0.15655311975959246
3.428532230710819 0.156574004146485
3.422390969025124 0.15656995603864587
3.416235880395138 0.15657386013096472
3.4100669648208632 0.15655690320180263
3.4038842223022985 0.15653413550619846
3.397687652839444 0.15654853947613437
3.391477256432301 0.15655910220134153
3.3852530330808674 0.15658905248885152
3.379014982785145 0.15667897102603973
3.372763105545132 0.1567129612044511
3.3664974013608298 0.15678635185932416
3.360217870232238 0.15692971153694668
3.353924512159357 0.1571309442951954
3.347617327142186 0.1573949998269335
3.3412963151807253 0.15765956449671584
3.334961476274976 0.1578051412203148
3.328612810424936 0.15789520012511116
3.322250317630606 0.15789168087005376
3.315873997891987 0.1577061765134838
3.3094838512090785 0.15742726810048252
3.3030798775818804 0.1571090575481
3.2966620770103927 0.15687983497681687
3.290230449494615 0.1568392823297161
3.2837849950345483 0.1569118235555632
3.277325713630192 0.1569913785241715
3.270852605281545 0.15707289898001756
3.2643656699886097 0.15711710118338265
3.2578649077513844 0.15712789806410732
3.251350318569869 0.15709885876339555
3.2448219024440648 0.15702593034737894
3.2382796593739704 0.1569775332120947
3.2317235893595866 0.15693248026346235
3.225153692400913 0.15696923486710668
3.2185699684979503 0.15701562474973596
3.2119724176506974 0.15706461735520766
3.2053610398591554 0.1571173775073814
3.1987358351233235 0.15712893039019007
3.192096803443202 0.15712426005767854
3.185443944818791 0.15720500358284625
3.1787772592500905 0.15725979105000998
3.1720967467371004 0.15728767974699323
3.1654024072798204 0.1572850409800347
3.1586942408782512 0.15720675491330327
3.151972247532392 0.1571387841547051
3.1452364272422435 0.1571613380825577
3.138486780007805 0.15721007908228277
3.131723305829077 0.15722444061012777
3.1249460047060595 0.15724429456836678
3.118154876638753 0.15723529043617498
3.111349921627156 0.1572175635538762
3.10453113967127 0.15725417876126535
3.097698530771094 0.1572693856155997
3.0908520949266283 0.15721861979173904
3.083991832137873 0.15722741556791678
3.0771177424048286 0.1572844138203738
3.0702298257274943 0.15734978607391972
3.0633280821058704 0.15744570077311829
3.056412511539957 0.1574281239989939
3.049483114029754 0.15730585226635402
3.042539889575261 0.15722542777670093
3.0355828381764787 0.1571999901527942
3.028611959833407 0.15726279420718273
3.0216272545460456 0.15731651128155336
3.014628722314394 0.1573394230971345
3.0076163631384536 0.15727277149502358
3.000590177018223 0.15719366124507755
2.9935501639537034 0.15704242728962864
2.986496323944894 0.15692185329598454
2.9794286569917947 0.15678377401300397
2.972347163094406 0.15672447808021406
2.9652518422527274 0.156639991269512
2.95814269446676 0.15657405510050762
2.951019719736502 0.15662616979305916
2.943882918061955 0.15675884877175228
2.936732289443118 0.15686256105482976
2.929567833879992 0.15690325268388863
2.922389551372576 0.15689554256622684
2.91519744192087 0.15685528448418848
2.907991505524876 0.1569239507450472
2.9007717421845904 0.15699823567228613
2.893538151900016 0.1569545474575869
2.886290734671152 0.1568681341001964
2.8790294904979983 0.15681578931830398
2.871754419380556 0.15683203208152569
2.8644655213188224 0.15683756458861442
2.8571627963128 0.15683225906406342
2.849846244362488 0.15682862307316545
2.8425158654678864 0.15682496096815965
2.835171659628996 0.15686475437286287
2.8278136268458143 0.156953185991436
2.820441767118344 0.15703169379921175
2.813056080446584 0.1570532385289912
2.8056565668305344 0.1570687045047517
2.798243226270196 0.15701839344535498
2.790816058765566 0.15693962947269213
2.783375064316648 0.15686071756699127
2.77592024292344 0.15680645073184746
2.768451594585942 0.15679155070088088
2.760969119304155 0.1567927151225611
2.753472817078078 0.15684139068337957
2.745962687907712 0.156820318637813
2.7384387317930554 0.1567733454939289
2.73090094873411 0.15672737396252448
2.7233493387308747 0.1567283800693818
2.71578390178335 0.15673752989637485
2.7082046378915354 0.15682157147819717
2.700611547055431 0.15686455402609412
2.6930046292750376 0.15684088609197794
2.685383884550354 0.1566923384352161
2.6777493128813816 0.15648575540410697
2.6701009142681187 0.1562575397335943
2.6624386887105667 0.15594062951630375
2.654762636208725 0.15559863439559968
2.647072756762594 0.1552502745343328
2.639369050372173 0.15487255334179423
2.6316515170374624 0.1546166607687603
2.6239201567584622 0.1545629899692339
2.6161749695351726 0.1545828597996974
2.6084159553675934 0.15464414940701346
2.6006431142557243 0.1547649496830235
2.592856446199566 0.1548350701564313
2.585055951199118 0.15486343941293826
2.57724162925438 0.1549282411650752
2.5694134803653528 0.15496563209574565
2.561571504532036 0.1550053789238325
